,song_number,song_name,song_root_note,song_mode
643,643,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--3.midi,e-,Dorian
644,644,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--4.midi,a,Aeolian
645,645,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,b-,Aeolian
646,646,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.midi,f,Aeolian
647,647,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--5.midi,C#,Ionian
648,648,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.midi,c#,Aeolian
649,649,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--2.midi,d,Aeolian
650,650,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--4.midi,c,Aeolian
651,651,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--1.midi,c,Aeolian
652,652,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--2.midi,G,Ionian
653,653,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--3.midi,a,Todi
654,654,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--4.midi,B,Lydian
655,655,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--1.midi,e,Aeolian
656,656,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.midi,e-,Harmonic_minor
657,657,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--3.midi,F,Ionian
658,658,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--1.midi,c,Melodic_minor_ascend
659,659,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--2.midi,f,Aeolian
660,660,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--3.midi,E-,Ionian
661,661,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--1.midi,A-,Ionian
662,662,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--2.midi,E,Ionian
663,663,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--4.midi,a,Harmonic_minor
664,664,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--1.midi,D,Ionian
665,665,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--2.midi,D,Ionian
666,666,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--3.midi,f#,Harmonic_minor
667,667,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--4.midi,C#,Ionian
668,668,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--1.midi,G,Ionian
669,669,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--2.midi,C,Ionian
670,670,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--3.midi,F,Lydian
671,671,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--4.midi,F,Ionian
672,672,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.midi,f,Aeolian
673,673,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--3.midi,A-,Ionian
674,674,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--4.midi,b-,Todi
675,675,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--1.midi,d,Aeolian
676,676,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--2.midi,E-,Ionian
677,677,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--3.midi,c,Dorian
678,678,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--4.midi,a,Harmonic_minor
679,679,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--1.midi,c#,Aeolian
680,680,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--2.midi,G,Ionian
681,681,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--3.midi,C#,Ionian
682,682,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--4.midi,E,Ionian
683,683,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--1.midi,F#,Ionian
684,684,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--2.midi,c,Aeolian
685,685,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.midi,F#,Ionian
686,686,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--1.midi,G,Ionian
687,687,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--2.midi,E-,Ionian
688,688,after mid-term\dataset\dataset\2008\MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--4.midi,g#,Aeolian
689,689,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.midi,b,Aeolian
690,690,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_02_WAV.midi,D,Ionian
691,691,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_04_WAV.midi,g#,Dorian
692,692,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_02_R1_2009_01-02_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_01_WAV.midi,A,Mixolydian
693,693,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_02_R1_2009_01-02_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_02_WAV.midi,c#,Aeolian
694,694,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_03_WAV.midi,B,Ionian
695,695,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,F#,Ionian
696,696,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,c#,Aeolian
697,697,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_03_R1_2009_01-02_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_02_WAV.midi,B,Ionian
698,698,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_03_WAV.midi,A,Ionian
699,699,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_04_WAV.midi,F,Lydian
700,700,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_05_WAV.midi,d,Aeolian
701,701,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_06_WAV.midi,g,Harmonic_minor
702,702,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_07_WAV.midi,D,Ionian
703,703,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_08_WAV.midi,e-,Mixolydian
704,704,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_04_R1_2009_01-03_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_02_WAV.midi,C,Ionian
705,705,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_04_R1_2009_04-06_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_04_WAV.midi,A-,Ionian
706,706,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_04_R1_2009_04-06_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_05_WAV.midi,f#,Aeolian
707,707,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_04_R1_2009_04-06_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_06_WAV.midi,E-,Ionian
708,708,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_05_R1_2009_01-02_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_01_WAV.midi,D,Ionian
709,709,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_05_R1_2009_01-02_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_02_WAV.midi,D,Poorvi
710,710,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_05_R1_2009_03-05_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_03_WAV.midi,B-,Ionian
711,711,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_06_R1_2009_01-02_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_02_WAV.midi,C,Ionian
712,712,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_03_WAV.midi,e,Dorian
713,713,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_04_WAV.midi,G,Ionian
714,714,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_05_WAV.midi,E,Ionian
715,715,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_06_WAV.midi,A-,Ionian
716,716,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_07_WAV.midi,C#,Ionian
717,717,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_07_R1_2009_01-03_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_02_WAV.midi,E-,Ionian
718,718,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_07_R1_2009_01-03_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_03_WAV.midi,g#,Mixolydian
719,719,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,f#,Aeolian
720,720,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_05_WAV.midi,b-,Dorian
721,721,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_01_WAV.midi,c,Aeolian
722,722,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.midi,A-,Ionian
723,723,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_03_WAV.midi,E-,Ionian
724,724,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi,f,Phrygian
725,725,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_01_WAV.midi,B-,Ionian
726,726,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_02_WAV.midi,G,Ionian
727,727,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV.midi,d,Aeolian
728,728,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV.midi,g,Aeolian
729,729,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R1_2009_05-06_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_06_WAV.midi,b-,Dorian
730,730,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_01_WAV.midi,G,Ionian
731,731,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_02_WAV.midi,D,Ionian
732,732,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_03_WAV.midi,b,Harmonic_minor
733,733,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_04_WAV.midi,G,Mixolydian
734,734,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,b,Aeolian
735,735,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_02_WAV.midi,b,Aeolian
736,736,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_03_WAV.midi,E-,Ionian
737,737,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,e-,Phrygian
738,738,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R1_2009_05-06_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_05_WAV.midi,C,Ionian
739,739,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,a,Aeolian
740,740,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi,C,Harmonic_minor
741,741,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi,a,Harmonic_minor
742,742,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi,a,Harmonic_minor
743,743,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_10_R1_2009_01-02_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_01_WAV.midi,e,Aeolian
744,744,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_10_R1_2009_01-02_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_02_WAV.midi,c,Todi
745,745,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_10_R1_2009_03-05_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_03_WAV.midi,F#,Mixolydian
746,746,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_10_R1_2009_03-05_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_04_WAV.midi,e-,Phrygian
747,747,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_01_WAV.midi,B-,Harmonic_minor
748,748,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.midi,c#,Phrygian
749,749,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,b-,Dorian
750,750,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi,g,Aeolian
751,751,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_01_WAV.midi,C,Ionian
752,752,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,A-,Mixolydian
753,753,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,b-,Phrygian
754,754,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,d,Dorian
755,755,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,E-,Lydian
756,756,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,c#,Melodic_minor_ascend
757,757,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,G,Marva
758,758,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_09_WAV.midi,D,Poorvi
759,759,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_12_R1_2009_01-02_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_01_WAV.midi,d,Aeolian
760,760,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_03_WAV.midi,C,Ionian
761,761,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_05_WAV.midi,c#,Dorian
762,762,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_01_WAV.midi,c,Aeolian
763,763,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_02_WAV.midi,A-,Ionian
764,764,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_03_WAV.midi,A-,Lydian
765,765,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_04_WAV.midi,f,Phrygian
766,766,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_01_WAV.midi,c,Aeolian
767,767,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_03_WAV.midi,c,Aeolian
768,768,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_13_R1_2009_04_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_04_WAV.midi,f#,Aeolian
769,769,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_02_WAV.midi,g#,Aeolian
770,770,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_03_WAV.midi,C,Ionian
771,771,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_04_WAV.midi,b,Aeolian
772,772,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_05_WAV.midi,D,Ionian
773,773,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_14_R1_2009_06-08_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_06_WAV.midi,D,Ionian
774,774,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_14_R1_2009_06-08_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_08_WAV.midi,B-,Poorvi
775,775,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_15_R1_2009_01-02_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_01_WAV.midi,F,Mixolydian
776,776,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_15_R1_2009_01-02_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_02_WAV.midi,b,Dorian
777,777,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_03_WAV.midi,g#,Mixolydian
778,778,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_05_WAV.midi,E,Ionian
779,779,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_06_WAV.midi,C#,Ionian
780,780,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_16_R1_2009_01-02_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_01_WAV.midi,E-,Ionian
781,781,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_16_R1_2009_01-02_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_02_WAV.midi,E,Ionian
782,782,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_16_R1_2009_03-06_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_03_WAV.midi,e,Harmonic_minor
783,783,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_01_WAV.midi,C,Lydian
784,784,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_02_WAV.midi,c,Harmonic_minor
785,785,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_03_WAV.midi,c#,Phrygian
786,786,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.midi,C,Ionian
787,787,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_01_WAV.midi,e,Ionian
788,788,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_02_WAV.midi,B,Ionian
789,789,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_03_WAV.midi,A,Marva
790,790,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_17_R1_2009_04_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_04_WAV.midi,g#,Dorian
791,791,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_01_WAV.midi,c,Aeolian
792,792,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,A-,Ionian
793,793,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_03_WAV.midi,E-,Ionian
794,794,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_04_WAV.midi,f,Phrygian
795,795,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_01_WAV.midi,G,Ionian
796,796,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_02_WAV.midi,F,Mixolydian
797,797,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_18_R1_2009_04_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_04_WAV.midi,C#,Lydian
798,798,after mid-term\dataset\dataset\2009\MIDI-Unprocessed_19_R1_2009_01-02_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_02_WAV.midi,B,Ionian
